gse,gsm
0.8458682675776092,0.3364722366212129
1.264126727145683,0.09531017980432493
1.4678743481123135,-1.2039728043259361
2.9739977814079848,0.0
1.1474024528375417,-1.6094379124341003
0.17395330712343798,-0.35667494393873245
1.7083778602890038,0.26236426446749106
3.0430928449138284,-0.10536051565782628
11.608229008388896,1.308332819650179
2.462149662665384,0.0
1.7029282555214393,-2.3025850929940455
10.308376161167065,0.7419373447293773
11.695246021763683,-1.2039728043259361
9.209782216236245,-1.2039728043259361
10.309155973308206,0.0
11.407466500021986,0.8329091229351039
2.4203681286504293,-2.3025850929940455
1.803358605071407,-1.2039728043259361
1.891604804197771,-0.916290731874155
1.7561322915849038,-2.3025850929940455
0.8415671856782185,0.09531017980432493
-2.2072749131897207,-0.6931471805599453
-0.31471074483970024,-1.2039728043259361
2.2844211223663744,-2.3025850929940455
1.888583653863595,-0.6931471805599453
0.7514160886839212,-1.2039728043259361
1.900613874140137,-1.2039728043259361
0.8109302162163288,-0.35667494393873245
0.6729444732424258,0.0
9.20967615143055,-0.916290731874155
1.884034745337226,-0.2231435513142097
0.06765864847381486,-0.916290731874155
1.9572739077056285,-0.916290731874155
11.002203335848483,-1.6094379124341003
11.695246021763683,-1.2039728043259361
11.695246021763683,-2.3025850929940455
11.695246021763683,-1.2039728043259361
11.156096366293122,-0.2231435513142097
2.719319793360441,-1.6094379124341003
2.4176979000945504,-0.2231435513142097
11.001868314403977,1.0986122886681098
-2.2072749131897207,-2.3025850929940455
1.8293763327993617,-0.5108256237659907
-0.4942963218147801,0.1823215567939546
0.5538851132264376,-1.2039728043259361
-0.21072103131565253,-2.3025850929940455
1.8066480817218056,-0.916290731874155
0.598836501088704,0.4054651081081644
0.6729444732424258,-1.2039728043259361
2.494031557565001,-2.3025850929940455
1.4539530095937054,-0.2231435513142097
2.1102132003465894,-0.6931471805599453
0.12221763272424911,-0.2231435513142097
0.9631743177730056,0.47000362924573563
1.2947271675944,0.6931471805599453
1.851599469584072,-2.3025850929940455
1.803358605071407,-1.2039728043259361
0.5538851132264376,0.0
2.848970892158587,0.0
3.1540172525197043,-1.6094379124341003
1.3962446919730587,-0.6931471805599453
-2.5257286443082556,-2.3025850929940455
0.8754687373538999,0.0
2.194999882314108,-2.3025850929940455
0.6097655716208943,-1.6094379124341003
2.125847914493992,-2.3025850929940455
2.2700619012884857,-1.2039728043259361
0.371563556432483,-0.6931471805599453
0.883767540168595,-1.6094379124341003
0.1823215567939546,-2.3025850929940455
1.4747630091074988,-0.35667494393873245
1.5238800240724537,-0.6931471805599453
